AGI	object name	GO term	GO ID	Aspect	GOslim term
AT3G24320	CHM	mitochondrial genome maintenance	GO:0000002	proc	cell organization and biogenesis
AT3G20740	AT3G20740.1	reproduction	GO:0000003	proc	other biological processes
AT3G01060	AT3G01060.2	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01160	AT3G01160.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01170	AT3G01170.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01175	AT3G01175.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01200	AT3G01200.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01210	AT3G01210.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01240	AT3G01240.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01250	AT3G01250.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01270	AT3G01270.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01310	AT3G01310.2	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01370	AT3G01370.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01400	AT3G01400.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01410	AT3G01410.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01430	AT3G01430.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01450	AT3G01450.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01560	AT3G01560.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01580	AT3G01580.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01670	AT3G01670.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01680	AT3G01680.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01720	AT3G01720.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01730	AT3G01730.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01740	AT3G01740.1	biological process unknown	GO:0000004	proc	biological process unknown
AT3G01750	AT3G01750.1	biological process unknown	GO:0000004	proc	biological process unknown
